r_TotalSteps,r_TotalDistance,r_TotalVeryActiveMin,r_PercentVeryActive,r_TotalModeratelyActiveMin,r_PercentModeratelyActive,r_TotalLightActiveMin,r_PercentLightActive,r_TotalSedentaryMin,r_PercentSedentary
0.5713226479623954,0.63937533772064326,0.612567354156397,0.57592273741518818,0.25881230889716877,0.143389790706865,0.27006413014478209,0.028733493926368408,0.37780146959776312,-0.20223985383086387
